id_venta,fecha,producto,categoria,cantidad,precio_unitario,total_venta,metodo_pago,sucursal
288,2024-05-04,Detergente,Limpieza,16,12.5,200.0,Efectivo,Sucursal Este
289,2024-03-19,Manzana Kg,Frutas,17,9.0,153.0,QR,Sucursal Norte
290,2024-12-05,Jabón Barra,Limpieza,18,4.2,75.6,Efectivo,Sucursal Norte
291,2024-08-11,Pasta Dental,Higiene,18,9.8,176.4,Tarjeta Crédito,Sucursal Sur
292,2024-12-13,Pan Integral,Panadería,14,6.8,95.2,Efectivo,Sucursal Sur
293,2024-04-24,Yogur Natural,Lácteos,14,5.5,77.0,Transferencia,Sucursal Norte
294,2024-08-11,Detergente,Limpieza,2,12.5,25.0,QR,Sucursal Centro
295,2024-12-26,Plátano Kg,Frutas,7,6.5,45.5,Efectivo,Sucursal Norte
296,2024-01-11,Manzana Kg,Frutas,19,9.0,171.0,Efectivo,Sucursal Sur
297,2024-07-02,Té Verde,Bebidas,19,8.9,169.1,Transferencia,Sucursal Centro
298,2024-08-28,Leche Entera 1L,Lácteos,12,7.2,86.4,Efectivo,Sucursal Este
299,2024-04-16,Café Molido 250g,Bebidas,14,15.5,217.0,Tarjeta Crédito,Sucursal Centro
300,2024-02-11,Arroz 1Kg,Abarrotes,12,8.0,96.0,Tarjeta Débito,Sucursal Centro
301,2024-02-09,Café Molido 250g,Bebidas,9,15.5,139.5,Tarjeta Crédito,Sucursal Centro
302,2024-07-10,Pasta Dental,Higiene,8,9.8,78.4,QR,Sucursal Norte
303,2024-12-10,Té Verde,Bebidas,8,8.9,71.2,Tarjeta Crédito,Sucursal Centro
304,2024-01-26,Pan Integral,Panadería,14,6.8,95.2,Tarjeta Débito,Sucursal Sur
305,2024-05-29,Aceite 1L,Abarrotes,20,18.0,360.0,Tarjeta Crédito,Sucursal Norte
306,2024-01-19,Pan Integral,Panadería,14,6.8,95.2,Transferencia,Sucursal Norte
307,2024-11-30,Leche Entera 1L,Lácteos,11,7.2,79.2,Transferencia,Sucursal Sur
308,2024-03-23,Leche Entera 1L,Lácteos,4,7.2,28.8,Tarjeta Débito,Sucursal Norte
309,2024-04-23,Té Verde,Bebidas,2,8.9,17.8,Transferencia,Sucursal Norte
310,2024-10-23,Aceite 1L,Abarrotes,6,18.0,108.0,Efectivo,Sucursal Sur
311,2024-11-26,Jabón Barra,Limpieza,4,4.2,16.8,Tarjeta Crédito,Sucursal Este
312,2024-06-19,Arroz 1Kg,Abarrotes,14,8.0,112.0,QR,Sucursal Este
313,2024-09-07,Yogur Natural,Lácteos,19,5.5,104.5,Transferencia,Sucursal Centro
314,2024-08-23,Té Verde,Bebidas,4,8.9,35.6,Tarjeta Débito,Sucursal Este
315,2024-06-23,Yogur Natural,Lácteos,7,5.5,38.5,Tarjeta Crédito,Sucursal Sur
316,2024-11-19,Té Verde,Bebidas,17,8.9,151.3,Tarjeta Débito,Sucursal Sur
317,2024-05-02,Shampoo,Higiene,19,15.0,285.0,QR,Sucursal Este
318,2024-02-04,Yogur Natural,Lácteos,4,5.5,22.0,Tarjeta Débito,Sucursal Este
319,2024-12-17,Detergente,Limpieza,19,12.5,237.5,Tarjeta Débito,Sucursal Este
320,2024-01-21,Plátano Kg,Frutas,17,6.5,110.5,Efectivo,Sucursal Este
321,2024-10-24,Azúcar 1Kg,Abarrotes,17,7.5,127.5,QR,Sucursal Sur
322,2024-03-15,Croissant,Panadería,17,3.5,59.5,Transferencia,Sucursal Norte
323,2024-11-01,Arroz 1Kg,Abarrotes,17,8.0,136.0,Transferencia,Sucursal Sur
324,2024-08-01,Azúcar 1Kg,Abarrotes,18,7.5,135.0,Efectivo,Sucursal Centro
325,2024-12-06,Aceite 1L,Abarrotes,8,18.0,144.0,Tarjeta Crédito,Sucursal Sur
326,2024-07-06,Aceite 1L,Abarrotes,3,18.0,54.0,Tarjeta Crédito,Sucursal Sur
327,2024-05-29,Té Verde,Bebidas,19,8.9,169.1,Transferencia,Sucursal Sur
328,2024-07-01,Jabón Barra,Limpieza,16,4.2,67.2,QR,Sucursal Norte
329,2024-01-20,Café Molido 250g,Bebidas,2,15.5,31.0,Transferencia,Sucursal Este
330,2024-07-12,Pasta Dental,Higiene,1,9.8,9.8,Transferencia,Sucursal Norte
331,2024-05-01,Leche Entera 1L,Lácteos,14,7.2,100.8,Transferencia,Sucursal Este
332,2024-01-29,Café Molido 250g,Bebidas,17,15.5,263.5,QR,Sucursal Este
333,2024-07-21,Croissant,Panadería,16,3.5,56.0,Efectivo,Sucursal Sur
334,2024-08-19,Croissant,Panadería,12,3.5,42.0,Tarjeta Débito,Sucursal Centro
335,2024-04-15,Jabón Barra,Limpieza,10,4.2,42.0,Tarjeta Débito,Sucursal Este
336,2024-12-08,Café Molido 250g,Bebidas,19,15.5,294.5,Tarjeta Débito,Sucursal Norte
337,2024-03-04,Café Molido 250g,Bebidas,2,15.5,31.0,QR,Sucursal Sur
338,2024-06-17,Pan Integral,Panadería,9,6.8,61.2,QR,Sucursal Norte
339,2024-02-01,Pan Integral,Panadería,8,6.8,54.4,QR,Sucursal Sur
340,2024-02-17,Pan Integral,Panadería,10,6.8,68.0,Tarjeta Crédito,Sucursal Sur
341,2024-08-07,Croissant,Panadería,1,3.5,3.5,Tarjeta Crédito,Sucursal Sur
342,2024-01-04,Pan Integral,Panadería,5,6.8,34.0,QR,Sucursal Norte
343,2024-04-06,Café Molido 250g,Bebidas,1,15.5,15.5,Transferencia,Sucursal Norte
344,2024-11-24,Pan Integral,Panadería,12,6.8,81.6,Efectivo,Sucursal Este
345,2024-01-15,Café Molido 250g,Bebidas,2,15.5,31.0,Transferencia,Sucursal Sur
346,2024-02-16,Jabón Barra,Limpieza,6,4.2,25.2,QR,Sucursal Centro
347,2024-04-28,Detergente,Limpieza,2,12.5,25.0,Tarjeta Crédito,Sucursal Norte
348,2024-08-16,Té Verde,Bebidas,13,8.9,115.7,Tarjeta Crédito,Sucursal Norte
349,2024-05-28,Yogur Natural,Lácteos,7,5.5,38.5,Tarjeta Crédito,Sucursal Norte
350,2024-09-13,Aceite 1L,Abarrotes,14,18.0,252.0,Tarjeta Crédito,Sucursal Norte
351,2024-10-10,Plátano Kg,Frutas,19,6.5,123.5,Transferencia,Sucursal Norte
352,2024-04-13,Café Molido 250g,Bebidas,10,15.5,155.0,QR,Sucursal Este
353,2024-09-03,Pan Integral,Panadería,8,6.8,54.4,Efectivo,Sucursal Sur
354,2024-05-11,Pan Integral,Panadería,8,6.8,54.4,QR,Sucursal Este
355,2024-03-19,Café Molido 250g,Bebidas,17,15.5,263.5,Tarjeta Débito,Sucursal Norte
356,2024-01-04,Plátano Kg,Frutas,6,6.5,39.0,Tarjeta Débito,Sucursal Sur
357,2024-04-02,Leche Entera 1L,Lácteos,10,7.2,72.0,Tarjeta Crédito,Sucursal Centro
358,2024-07-07,Jabón Barra,Limpieza,6,4.2,25.2,Tarjeta Débito,Sucursal Centro
359,2024-12-19,Yogur Natural,Lácteos,3,5.5,16.5,Tarjeta Crédito,Sucursal Sur
360,2024-05-09,Manzana Kg,Frutas,19,9.0,171.0,Efectivo,Sucursal Norte
361,2024-12-05,Aceite 1L,Abarrotes,18,18.0,324.0,Efectivo,Sucursal Este
362,2024-01-01,Té Verde,Bebidas,11,8.9,97.9,Tarjeta Crédito,Sucursal Centro
363,2024-05-25,Shampoo,Higiene,20,15.0,300.0,QR,Sucursal Sur
364,2024-08-29,Azúcar 1Kg,Abarrotes,17,7.5,127.5,Transferencia,Sucursal Este
365,2024-08-11,Aceite 1L,Abarrotes,19,18.0,342.0,Transferencia,Sucursal Este
366,2024-03-03,Azúcar 1Kg,Abarrotes,14,7.5,105.0,QR,Sucursal Norte
367,2024-10-09,Plátano Kg,Frutas,16,6.5,104.0,Transferencia,Sucursal Sur
368,2024-03-25,Leche Entera 1L,Lácteos,8,7.2,57.6,QR,Sucursal Norte
369,2024-01-01,Jabón Barra,Limpieza,5,4.2,21.0,Transferencia,Sucursal Sur
370,2024-12-10,Té Verde,Bebidas,20,8.9,178.0,Tarjeta Crédito,Sucursal Centro
371,2024-03-21,Jabón Barra,Limpieza,2,4.2,8.4,QR,Sucursal Este
372,2024-07-31,Croissant,Panadería,20,3.5,70.0,Transferencia,Sucursal Sur
373,2024-03-14,Té Verde,Bebidas,16,8.9,142.4,Transferencia,Sucursal Norte
374,2024-11-05,Detergente,Limpieza,4,12.5,50.0,Efectivo,Sucursal Norte
375,2024-06-25,Aceite 1L,Abarrotes,18,18.0,324.0,Tarjeta Débito,Sucursal Sur
376,2024-10-11,Azúcar 1Kg,Abarrotes,10,7.5,75.0,Tarjeta Débito,Sucursal Centro
377,2024-05-07,Aceite 1L,Abarrotes,14,18.0,252.0,Transferencia,Sucursal Este
378,2024-02-01,Yogur Natural,Lácteos,1,5.5,5.5,Efectivo,Sucursal Norte
379,2024-08-15,Leche Entera 1L,Lácteos,6,7.2,43.2,Tarjeta Crédito,Sucursal Este
380,2024-09-29,Shampoo,Higiene,15,15.0,225.0,Tarjeta Crédito,Sucursal Sur
381,2024-04-20,Pan Integral,Panadería,20,6.8,136.0,Tarjeta Crédito,Sucursal Sur
382,2024-02-29,Arroz 1Kg,Abarrotes,12,8.0,96.0,Transferencia,Sucursal Sur
383,2024-05-07,Croissant,Panadería,4,3.5,14.0,Tarjeta Crédito,Sucursal Centro
384,2024-11-17,Jabón Barra,Limpieza,9,4.2,37.8,QR,Sucursal Sur
385,2024-07-03,Pasta Dental,Higiene,19,9.8,186.2,Tarjeta Crédito,Sucursal Sur
386,2024-07-20,Shampoo,Higiene,3,15.0,45.0,Transferencia,Sucursal Sur
387,2024-04-30,Pasta Dental,Higiene,13,9.8,127.4,QR,Sucursal Norte
388,2024-05-30,Café Molido 250g,Bebidas,16,15.5,248.0,Tarjeta Crédito,Sucursal Sur
389,2024-08-07,Croissant,Panadería,16,3.5,56.0,Transferencia,Sucursal Sur
390,2024-07-25,Manzana Kg,Frutas,8,9.0,72.0,Tarjeta Débito,Sucursal Este
391,2024-06-27,Azúcar 1Kg,Abarrotes,16,7.5,120.0,Tarjeta Débito,Sucursal Centro
392,2024-03-19,Té Verde,Bebidas,16,8.9,142.4,Transferencia,Sucursal Sur
393,2024-12-14,Shampoo,Higiene,4,15.0,60.0,Efectivo,Sucursal Centro
394,2024-02-14,Pan Integral,Panadería,9,6.8,61.2,Transferencia,Sucursal Norte
395,2024-01-26,Detergente,Limpieza,6,12.5,75.0,QR,Sucursal Este
396,2024-04-06,Pasta Dental,Higiene,13,9.8,127.4,Tarjeta Crédito,Sucursal Centro
397,2024-08-22,Detergente,Limpieza,8,12.5,100.0,Transferencia,Sucursal Centro
398,2024-08-12,Café Molido 250g,Bebidas,2,15.5,31.0,Tarjeta Débito,Sucursal Centro
399,2024-08-03,Café Molido 250g,Bebidas,16,15.5,248.0,Efectivo,Sucursal Este
400,2024-11-06,Pasta Dental,Higiene,18,9.8,176.4,Tarjeta Crédito,Sucursal Centro
401,2024-04-17,Manzana Kg,Frutas,9,9.0,81.0,Transferencia,Sucursal Sur
402,2024-01-19,Té Verde,Bebidas,12,8.9,106.8,QR,Sucursal Norte
403,2024-10-02,Aceite 1L,Abarrotes,19,18.0,342.0,Tarjeta Crédito,Sucursal Sur
404,2024-10-31,Plátano Kg,Frutas,2,6.5,13.0,Efectivo,Sucursal Sur
405,2024-06-28,Yogur Natural,Lácteos,11,5.5,60.5,Tarjeta Crédito,Sucursal Este
406,2024-01-12,Leche Entera 1L,Lácteos,13,7.2,93.6,Tarjeta Crédito,Sucursal Centro
407,2024-10-14,Pan Integral,Panadería,12,6.8,81.6,QR,Sucursal Centro
408,2024-11-12,Plátano Kg,Frutas,8,6.5,52.0,Tarjeta Débito,Sucursal Centro
409,2024-07-09,Aceite 1L,Abarrotes,13,18.0,234.0,Tarjeta Débito,Sucursal Este
410,2024-03-10,Detergente,Limpieza,5,12.5,62.5,Tarjeta Débito,Sucursal Sur
411,2024-05-16,Arroz 1Kg,Abarrotes,12,8.0,96.0,Transferencia,Sucursal Este
412,2024-08-02,Shampoo,Higiene,15,15.0,225.0,Tarjeta Crédito,Sucursal Norte
413,2024-11-24,Leche Entera 1L,Lácteos,12,7.2,86.4,QR,Sucursal Sur
414,2024-06-23,Té Verde,Bebidas,17,8.9,151.3,Efectivo,Sucursal Sur
415,2024-04-04,Té Verde,Bebidas,20,8.9,178.0,Efectivo,Sucursal Este
416,2024-05-04,Plátano Kg,Frutas,20,6.5,130.0,Efectivo,Sucursal Centro
417,2024-12-26,Pasta Dental,Higiene,7,9.8,68.6,QR,Sucursal Centro
418,2024-09-18,Arroz 1Kg,Abarrotes,18,8.0,144.0,Tarjeta Débito,Sucursal Norte
419,2024-05-07,Jabón Barra,Limpieza,11,4.2,46.2,Efectivo,Sucursal Centro
420,2024-12-18,Café Molido 250g,Bebidas,4,15.5,62.0,Tarjeta Crédito,Sucursal Norte
421,2024-12-26,Aceite 1L,Abarrotes,10,18.0,180.0,Tarjeta Débito,Sucursal Norte
422,2024-04-16,Pan Integral,Panadería,16,6.8,108.8,Efectivo,Sucursal Norte
423,2024-05-17,Arroz 1Kg,Abarrotes,18,8.0,144.0,Efectivo,Sucursal Sur
424,2024-05-26,Jabón Barra,Limpieza,16,4.2,67.2,Efectivo,Sucursal Este
425,2024-04-14,Leche Entera 1L,Lácteos,7,7.2,50.4,Tarjeta Crédito,Sucursal Sur
426,2024-06-01,Leche Entera 1L,Lácteos,13,7.2,93.6,Tarjeta Débito,Sucursal Centro
427,2024-03-17,Pasta Dental,Higiene,8,9.8,78.4,Tarjeta Débito,Sucursal Norte
428,2024-07-30,Jabón Barra,Limpieza,2,4.2,8.4,Tarjeta Débito,Sucursal Norte
429,2024-07-20,Azúcar 1Kg,Abarrotes,19,7.5,142.5,QR,Sucursal Este
430,2024-02-18,Shampoo,Higiene,4,15.0,60.0,Tarjeta Débito,Sucursal Sur
431,2024-04-03,Pasta Dental,Higiene,15,9.8,147.0,Tarjeta Crédito,Sucursal Centro
432,2024-08-03,Azúcar 1Kg,Abarrotes,1,7.5,7.5,Efectivo,Sucursal Centro
433,2024-12-24,Pasta Dental,Higiene,10,9.8,98.0,Tarjeta Crédito,Sucursal Sur
434,2024-02-03,Azúcar 1Kg,Abarrotes,7,7.5,52.5,QR,Sucursal Norte
435,2024-06-11,Leche Entera 1L,Lácteos,17,7.2,122.4,QR,Sucursal Centro
436,2024-12-13,Yogur Natural,Lácteos,2,5.5,11.0,Efectivo,Sucursal Norte
437,2024-09-18,Plátano Kg,Frutas,3,6.5,19.5,Tarjeta Crédito,Sucursal Sur
438,2024-11-29,Detergente,Limpieza,13,12.5,162.5,Efectivo,Sucursal Este
439,2024-08-08,Arroz 1Kg,Abarrotes,11,8.0,88.0,Transferencia,Sucursal Norte
440,2024-11-02,Detergente,Limpieza,12,12.5,150.0,Tarjeta Débito,Sucursal Sur
441,2024-10-26,Jabón Barra,Limpieza,8,4.2,33.6,Efectivo,Sucursal Centro
442,2024-12-26,Aceite 1L,Abarrotes,13,18.0,234.0,QR,Sucursal Centro
443,2024-06-30,Detergente,Limpieza,19,12.5,237.5,Transferencia,Sucursal Centro
444,2024-02-03,Té Verde,Bebidas,17,8.9,151.3,Tarjeta Crédito,Sucursal Este
445,2024-12-18,Jabón Barra,Limpieza,14,4.2,58.8,Efectivo,Sucursal Norte
446,2024-08-22,Detergente,Limpieza,12,12.5,150.0,QR,Sucursal Sur
447,2024-05-02,Pasta Dental,Higiene,2,9.8,19.6,Efectivo,Sucursal Sur
448,2024-09-22,Café Molido 250g,Bebidas,11,15.5,170.5,Tarjeta Débito,Sucursal Sur
449,2024-11-26,Manzana Kg,Frutas,17,9.0,153.0,Tarjeta Débito,Sucursal Este
450,2024-05-10,Croissant,Panadería,13,3.5,45.5,Tarjeta Crédito,Sucursal Centro
451,2024-05-30,Café Molido 250g,Bebidas,18,15.5,279.0,Tarjeta Crédito,Sucursal Este
452,2024-05-02,Jabón Barra,Limpieza,3,4.2,12.6,QR,Sucursal Este
453,2024-11-05,Jabón Barra,Limpieza,11,4.2,46.2,Efectivo,Sucursal Centro
454,2024-01-09,Pan Integral,Panadería,1,6.8,6.8,QR,Sucursal Centro
455,2024-02-08,Detergente,Limpieza,15,12.5,187.5,Efectivo,Sucursal Centro
456,2024-12-02,Azúcar 1Kg,Abarrotes,8,7.5,60.0,Tarjeta Crédito,Sucursal Centro
457,2024-09-13,Croissant,Panadería,6,3.5,21.0,Tarjeta Débito,Sucursal Este
458,2024-01-18,Té Verde,Bebidas,9,8.9,80.1,Tarjeta Crédito,Sucursal Norte
459,2024-02-01,Detergente,Limpieza,14,12.5,175.0,QR,Sucursal Este
460,2024-07-31,Leche Entera 1L,Lácteos,13,7.2,93.6,Tarjeta Crédito,Sucursal Este
461,2024-03-06,Shampoo,Higiene,19,15.0,285.0,Efectivo,Sucursal Norte
462,2024-08-02,Aceite 1L,Abarrotes,5,18.0,90.0,Tarjeta Débito,Sucursal Este
463,2024-01-29,Croissant,Panadería,15,3.5,52.5,QR,Sucursal Este
464,2024-09-07,Shampoo,Higiene,7,15.0,105.0,Tarjeta Débito,Sucursal Este
465,2024-08-08,Arroz 1Kg,Abarrotes,14,8.0,112.0,Tarjeta Crédito,Sucursal Sur
466,2024-01-23,Jabón Barra,Limpieza,2,4.2,8.4,QR,Sucursal Centro
467,2024-09-30,Plátano Kg,Frutas,1,6.5,6.5,Tarjeta Crédito,Sucursal Sur
468,2024-11-06,Jabón Barra,Limpieza,7,4.2,29.4,Tarjeta Crédito,Sucursal Este
469,2024-06-20,Azúcar 1Kg,Abarrotes,13,7.5,97.5,Transferencia,Sucursal Este
470,2024-09-28,Leche Entera 1L,Lácteos,3,7.2,21.6,Transferencia,Sucursal Norte
471,2024-08-21,Pasta Dental,Higiene,5,9.8,49.0,QR,Sucursal Este
472,2024-06-12,Pan Integral,Panadería,3,6.8,20.4,QR,Sucursal Sur
473,2024-07-04,Pasta Dental,Higiene,2,9.8,19.6,Tarjeta Crédito,Sucursal Norte
474,2024-05-22,Pan Integral,Panadería,9,6.8,61.2,Tarjeta Crédito,Sucursal Sur
475,2024-08-16,Shampoo,Higiene,13,15.0,195.0,Tarjeta Débito,Sucursal Este
476,2024-09-21,Shampoo,Higiene,15,15.0,225.0,Tarjeta Débito,Sucursal Este
477,2024-12-29,Café Molido 250g,Bebidas,14,15.5,217.0,Efectivo,Sucursal Este
478,2024-07-03,Manzana Kg,Frutas,14,9.0,126.0,Transferencia,Sucursal Este
479,2024-02-13,Yogur Natural,Lácteos,9,5.5,49.5,QR,Sucursal Norte
480,2024-04-22,Café Molido 250g,Bebidas,4,15.5,62.0,Efectivo,Sucursal Sur
481,2024-07-04,Pasta Dental,Higiene,2,9.8,19.6,Efectivo,Sucursal Este
482,2024-09-30,Yogur Natural,Lácteos,12,5.5,66.0,Tarjeta Débito,Sucursal Centro
483,2024-07-13,Jabón Barra,Limpieza,12,4.2,50.4,Transferencia,Sucursal Este
484,2024-11-10,Plátano Kg,Frutas,8,6.5,52.0,QR,Sucursal Este
485,2024-09-30,Manzana Kg,Frutas,19,9.0,171.0,QR,Sucursal Centro
486,2024-01-05,Shampoo,Higiene,14,15.0,210.0,Tarjeta Débito,Sucursal Norte
487,2024-07-23,Azúcar 1Kg,Abarrotes,13,7.5,97.5,Tarjeta Débito,Sucursal Este
488,2024-09-10,Leche Entera 1L,Lácteos,17,7.2,122.4,Tarjeta Crédito,Sucursal Este
489,2024-03-09,Leche Entera 1L,Lácteos,20,7.2,144.0,Efectivo,Sucursal Centro
490,2024-08-13,Azúcar 1Kg,Abarrotes,3,7.5,22.5,QR,Sucursal Centro
491,2024-12-20,Manzana Kg,Frutas,17,9.0,153.0,Tarjeta Débito,Sucursal Este
492,2024-11-09,Té Verde,Bebidas,1,8.9,8.9,Tarjeta Crédito,Sucursal Norte
493,2024-07-20,Té Verde,Bebidas,15,8.9,133.5,Tarjeta Débito,Sucursal Norte
494,2024-01-26,Café Molido 250g,Bebidas,4,15.5,62.0,Tarjeta Crédito,Sucursal Centro
495,2024-09-17,Leche Entera 1L,Lácteos,10,7.2,72.0,QR,Sucursal Sur
496,2024-01-04,Croissant,Panadería,16,3.5,56.0,Efectivo,Sucursal Este
497,2024-12-27,Yogur Natural,Lácteos,19,5.5,104.5,Transferencia,Sucursal Este
498,2024-11-02,Yogur Natural,Lácteos,15,5.5,82.5,QR,Sucursal Centro
499,2024-05-28,Leche Entera 1L,Lácteos,19,7.2,136.8,QR,Sucursal Sur
500,2024-12-29,Croissant,Panadería,12,3.5,42.0,Tarjeta Débito,Sucursal Norte
